0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.691895389146827097e-05,-4.999196008293073498e-04,-1.569987279634399956e-03,-3.036110533186419779e-03,-4.876299087774839218e-03,-6.901409948393794763e-03,-9.032291322887122872e-03,-1.112350194776280318e-02,-1.309016837745783854e-02,-1.482775950465398465e-02,-1.626877269081300134e-02,-1.734678535190892212e-02,-1.802155256826858468e-02,-1.826312278214969193e-02,-1.806293590230193674e-02,-1.742696452404222246e-02,-1.638064184409837934e-02,-1.496588059679596419e-02,-1.324303714781504236e-02,-1.128916087981161193e-02,-9.197958178580071739e-03,-7.077548110629092171e-03,-5.048027786319219008e-03,-3.236381470410939348e-03,-1.767430966822088924e-03,-7.440046303288428732e-04,-2.040139552961920451e-04,-4.791332449673243608e-05,0.000000000000000000e+00
0.000000000000000000e+00,-4.446377011528429850e-04,-1.688469959184870370e-03,-3.881067902397995935e-03,-6.673071802069908791e-03,-1.005065092564865273e-02,-1.371996202129309970e-02,-1.754551597726671311e-02,-2.128768137123206866e-02,-2.479634896270651451e-02,-2.789305240190908045e-02,-3.045709918936289826e-02,-3.237307612650901917e-02,-3.356875164152491736e-02,-3.399203566892999157e-02,-3.362761613207243538e-02,-3.248700198895648761e-02,-3.061574781464566561e-02,-2.808891767271278969e-02,-2.501357545660363654e-02,-2.152554526010192620e-02,-1.778823674686474607e-02,-1.398761706618824492e-02,-1.032606755882229180e-02,-7.011667911903205798e-03,-4.242684382829423582e-03,-2.183022024579022585e-03,-9.175922598219235851e-04,-3.220428943181014307e-04,0.000000000000000000e+00
0.000000000000000000e+00,-1.036099662680714300e-03,-3.088150384289181649e-03,-6.318059744437546331e-03,-1.034885365303439726e-02,-1.512328418094071973e-02,-2.025341430097695600e-02,-2.555797154492682466e-02,-3.072170240307306802e-02,-3.554502356689970971e-02,-3.979252207941921804e-02,-4.330308061735849146e-02,-4.592379015927904734e-02,-4.755799426236315131e-02,-4.813666445134004435e-02,-4.763930733924354871e-02,-4.608166076580127307e-02,-4.352462665044191936e-02,-4.006854543829050513e-02,-3.585599851127801996e-02,-3.106736563950513591e-02,-2.591866587453183976e-02,-2.065436019220134867e-02,-1.553841520125034091e-02,-1.083936873145069542e-02,-6.809446302950367298e-03,-3.655985894337758415e-03,-1.515173694742001859e-03,-4.823692918391867305e-04,0.000000000000000000e+00
0.000000000000000000e+00,-1.506820877864430749e-03,-4.376263533827088464e-03,-8.745696047532983478e-03,-1.398809772941656850e-02,-2.007415451894321162e-02,-2.652660106289669861e-02,-3.314047803512092799e-02,-3.954021678867442741e-02,-4.549331177694940220e-02,-5.072056872370143965e-02,-5.503253228441883083e-02,-5.824800881269839858e-02,-6.025293608814800278e-02,-6.096548598035286121e-02,-6.036143890328118933e-02,-5.845930243864180809e-02,-5.533106851544515592e-02,-5.109532285140230834e-02,-4.592057241829576586e-02,-4.001988456731363220e-02,-3.364827038417503302e-02,-2.709424214945885256e-02,-2.066994591901732264e-02,-1.469590220108036097e-02,-9.482285178620529845e-03,-5.305632854768112423e-03,-2.382192967765056884e-03,-8.319897622479667781e-04,0.000000000000000000e+00
0.000000000000000000e+00,-2.038802818098494479e-03,-5.708270766004035907e-03,-1.111443424876583375e-02,-1.750404689004078987e-02,-2.483498166029798546e-02,-3.253114033859975940e-02,-4.036537264198266500e-02,-4.790331657597286102e-02,-5.488714333622610880e-02,-6.100086681190215743e-02,-6.603465849932305121e-02,-6.978539644392151020e-02,-7.212678801093573566e-02,-7.296713657021644539e-02,-7.227934590180361274e-02,-7.008311650977602780e-02,-6.645774509895464865e-02,-6.153418616831857202e-02,-5.549935503804165338e-02,-4.859038962141920548e-02,-4.109238152045814607e-02,-3.332960889463894988e-02,-2.565562412298883627e-02,-1.843795095748749016e-02,-1.204060210650446765e-02,-6.805736958781637147e-03,-3.043416070889318030e-03,-1.047647454693234961e-03,0.000000000000000000e+00
0.000000000000000000e+00,-2.475620750215491717e-03,-6.904501698376897499e-03,-1.336926648243020113e-02,-2.089264205545386666e-02,-2.943513165149247088e-02,-3.832166132573328748e-02,-4.730759667328154894e-02,-5.590509221584383237e-02,-6.383835226024534015e-02,-7.076129782295551007e-02,-7.645078667033824993e-02,-8.068743852759704960e-02,-8.333728684202808268e-02,-8.430133718655245800e-02,-8.355029246403032628e-02,-8.110354141618306145e-02,-7.704422144521110016e-02,-7.151041369765330502e-02,-6.470093343539504160e-02,-5.686984741110998748e-02,-4.832548430515317545e-02,-3.942254249434495872e-02,-3.055373583192749071e-02,-2.213634960601063018e-02,-1.459732901395811161e-02,-8.356874998046713229e-03,-3.815053282832083382e-03,-1.341919425404622564e-03,0.000000000000000000e+00
0.000000000000000000e+00,-2.934699733887899918e-03,-8.110550925772662748e-03,-1.557834595047557190e-02,-2.419607620119800309e-02,-3.391156908415481758e-02,-4.394611880005207249e-02,-5.403609505341138569e-02,-6.364025848892711223e-02,-7.246819530027259759e-02,-8.014793567151974607e-02,-8.644817946665617203e-02,-9.113783543801491638e-02,-9.407904363488375776e-02,-9.516766710883670100e-02,-9.437266791617497652e-02,-9.171161299531009614e-02,-8.726819997664202189e-02,-8.118282307768782957e-02,-7.366041361094394224e-02,-6.496588850532256099e-02,-5.542528334007516128e-02,-4.541952918221778962e-02,-3.537822542888535704e-02,-2.576812570289151172e-02,-1.708045873702391040e-02,-9.816968479920879648e-03,-4.479836542586383870e-03,-1.571685002300637077e-03,0.000000000000000000e+00
0.000000000000000000e+00,-3.354102774416745439e-03,-9.254940667866069434e-03,-1.772796558923463509e-02,-2.742905079786858713e-02,-3.829487800022936955e-02,-4.944235695065652553e-02,-6.058979891777611926e-02,-7.114565609937550938e-02,-8.080966349902089785e-02,-8.918932271093527042e-02,-9.605097171449067384e-02,-1.011569051672998737e-01,-1.043694983924538522e-01,-1.055819183050524107e-01,-1.047620115855704692e-01,-1.019240933925244647e-01,-9.714910582013928930e-02,-9.057481783576407097e-02,-8.240629741166523303e-02,-7.291303973165347285e-02,-6.243319724139091698e-02,-5.137008621980494044e-02,-4.018910012651594893e-02,-2.940871633117100870e-02,-1.958955394221103402e-02,-1.132010506360842279e-02,-5.202493724817855783e-03,-1.837597674227278450e-03,0.000000000000000000e+00
0.000000000000000000e+00,-3.790208986081063797e-03,-1.041840797903009416e-02,-1.987571216738797872e-02,-3.063631303404767622e-02,-4.261924413511846560e-02,-5.483538436796166204e-02,-6.698539537206583960e-02,-7.842985183645535818e-02,-8.886323246244827445e-02,-9.787814912177764115e-02,-1.052447649692133252e-01,-1.107244045528630177e-01,-1.141842925264146547e-01,-1.155177660386023236e-01,-1.146924234088146782e-01,-1.117179464177089354e-01,-1.066690035481380888e-01,-9.967534059486599096e-02,-9.093544636482785160e-02,-8.071610701707214452e-02,-6.936066330767698407e-02,-5.728920162416217127e-02,-4.499944176345971325e-02,-3.306080947908579537e-02,-2.210545589141213810e-02,-1.281386694023686768e-02,-5.898130629215743437e-03,-2.084522754850403215e-03,0.000000000000000000e+00
