4.020808160790671536e+03,4.020808160790671536e+03,3.996538791047667019e+03,3.983524004341273212e+03,3.963564008588775778e+03,3.955255685158469987e+03,3.949563806277905769e+03,3.954599440729874459e+03,3.965777980601907984e+03,3.986045656732654606e+03,4.012574945416030914e+03,4.045780957012885210e+03,4.083463382212557917e+03,4.124803697043184002e+03,4.167822285944899704e+03,4.211151713502267739e+03,4.252958299878003345e+03,4.291743886296470009e+03,4.325914921898182001e+03,4.354170184558654000e+03,4.375362734300392731e+03,4.388722630484468027e+03,4.393864617751565675e+03,4.390967928535768806e+03,4.380892347083160530e+03,4.365411149428159661e+03,4.347449824358026490e+03,4.331237534127256367e+03,4.321539685586467385e+03,4.321539685586467385e+03
4.020808160790671536e+03,4.020808160790671536e+03,3.996538791047667019e+03,3.983524004341273212e+03,3.963564008588775778e+03,3.955255685158469987e+03,3.949563806277905769e+03,3.954599440729874459e+03,3.965777980601907984e+03,3.986045656732654606e+03,4.012574945416030914e+03,4.045780957012885210e+03,4.083463382212557917e+03,4.124803697043184002e+03,4.167822285944899704e+03,4.211151713502267739e+03,4.252958299878003345e+03,4.291743886296470009e+03,4.325914921898182001e+03,4.354170184558654000e+03,4.375362734300392731e+03,4.388722630484468027e+03,4.393864617751565675e+03,4.390967928535768806e+03,4.380892347083160530e+03,4.365411149428159661e+03,4.347449824358026490e+03,4.331237534127256367e+03,4.321539685586467385e+03,4.321539685586467385e+03
3.733043748893459906e+03,3.733043748893459906e+03,3.704829903085183105e+03,3.699410335547824161e+03,3.683801385082362231e+03,3.681310182444895872e+03,3.678299068779892878e+03,3.685056029013991520e+03,3.695250376818487439e+03,3.713016749541569880e+03,3.734986396324575253e+03,3.762304045072952704e+03,3.792752731832932113e+03,3.826044025889073509e+03,3.860408530693096054e+03,3.894923067061627535e+03,3.928059733313519700e+03,3.958722191330169608e+03,3.985651235213423206e+03,4.007905903651289464e+03,4.024645312838288191e+03,4.035375522059306149e+03,4.039898504224632234e+03,4.038461653639220003e+03,4.031780194519900760e+03,4.021151992236384558e+03,4.008570835169646216e+03,3.997141242647609943e+03,3.992510378258200944e+03,3.992510378258200944e+03
3.660374888657446718e+03,3.660374888657446718e+03,3.634415836132486675e+03,3.629456929640027738e+03,3.611467245881322015e+03,3.608955894655485736e+03,3.604684598737767374e+03,3.611443264696193637e+03,3.621233018042424646e+03,3.639162894463519024e+03,3.661148780343097314e+03,3.688725595681995856e+03,3.719374789968569985e+03,3.752969844339872907e+03,3.787616448701180161e+03,3.822459015822440051e+03,3.855914644816776217e+03,3.886908014221936355e+03,3.914143178144624017e+03,3.936665830566172644e+03,3.953586563524852409e+03,3.964358746915335814e+03,3.968698778851233328e+03,3.966741240972548439e+03,3.959028168226950129e+03,3.946549167284822488e+03,3.930561920422535422e+03,3.912071505044234073e+03,3.890620724380115462e+03,3.890620724380115462e+03
3.459440963572773398e+03,3.459440963572773398e+03,3.418150740797774233e+03,3.414671915546433866e+03,3.394544220785634934e+03,3.393777508343410318e+03,3.389416698056486439e+03,3.396863706742237355e+03,3.405966843548425913e+03,3.422991991191220222e+03,3.443071895679815498e+03,3.468315492734141571e+03,3.495986834050033849e+03,3.526301886778080188e+03,3.557383239391659117e+03,3.588621937959503612e+03,3.618542683848419983e+03,3.646265754423894123e+03,3.670621534438527760e+03,3.690801662281432527e+03,3.706009109711857946e+03,3.715762379710804453e+03,3.719770673762283877e+03,3.718083393931223327e+03,3.711053919083698020e+03,3.699423987472734098e+03,3.684345359575528619e+03,3.667438303099420864e+03,3.650497573203183947e+03,3.650497573203183947e+03
3.332628104013761458e+03,3.332628104013761458e+03,3.288100617503469948e+03,3.286202329753248250e+03,3.262877819160183208e+03,3.262579127852472539e+03,3.256910309046837483e+03,3.264728742698202495e+03,3.273633529058187378e+03,3.291205861345527865e+03,3.311640122516321298e+03,3.337561084156595825e+03,3.365841725053032860e+03,3.396907005033142013e+03,3.428717990688781356e+03,3.460749566062133908e+03,3.491453055168698484e+03,3.519969681040647174e+03,3.545076102573063054e+03,3.565937197357328841e+03,3.581683375668166718e+03,3.591753584434655750e+03,3.595734541411035480e+03,3.593513249882069431e+03,3.585191930797016084e+03,3.571091049807203035e+03,3.551586087516128828e+03,3.526937235908028470e+03,3.497165490779245829e+03,3.497165490779245829e+03
3.153690906038756566e+03,3.153690906038756566e+03,3.096402015270704851e+03,3.094361748709012772e+03,3.067011262328375324e+03,3.067238589703774323e+03,3.060555748358917754e+03,3.069079609113081915e+03,3.077905379766548322e+03,3.095953031243948317e+03,3.116411314435427812e+03,3.142478730099950099e+03,3.170649493395490481e+03,3.201620099154379659e+03,3.233232247961647317e+03,3.265106222049911594e+03,3.295671669320664932e+03,3.324148209415694055e+03,3.349309217713305770e+03,3.370341351421393938e+03,3.386342685619281383e+03,3.396705922996439313e+03,3.400922415034217011e+03,3.398755039686567670e+03,3.390158873259986649e+03,3.375345613017187588e+03,3.354713414655378983e+03,3.328764976810994995e+03,3.297835159607234800e+03,3.297835159607234800e+03
2.996749320724659810e+03,2.996749320724659810e+03,2.932906437356548395e+03,2.932061172226514373e+03,2.901249966261943882e+03,2.902205548277529033e+03,2.894594860238100409e+03,2.904176938834891189e+03,2.913583416507462061e+03,2.933169485154769063e+03,2.955070830163908795e+03,2.983047099912334943e+03,3.013137713034199351e+03,3.046254193819244847e+03,3.080035116498223942e+03,3.114171244212520378e+03,3.146983747909366230e+03,3.177687505775012596e+03,3.204965273896003509e+03,3.227942021829861460e+03,3.245603119469474223e+03,3.257223359002678080e+03,3.262134941771503691e+03,3.259912004308841006e+03,3.250261294815838482e+03,3.233068590974397011e+03,3.208305594779649255e+03,3.176005276539724036e+03,3.136205154449918609e+03,3.136205154449918609e+03
2.813527437552531865e+03,2.813527437552531865e+03,2.739185864571203638e+03,2.738363168332126861e+03,2.703575638146361598e+03,2.705237110144762937e+03,2.696969792835112003e+03,2.708035665050494117e+03,2.718476188849897426e+03,2.740062072992544927e+03,2.763826838061574108e+03,2.794101868122611904e+03,2.826462660731969663e+03,2.862054220546327542e+03,2.898319580636490628e+03,2.935038758577009048e+03,2.970436657831775392e+03,3.003738215863080768e+03,3.033544970177347295e+03,3.058927782862140248e+03,3.078762568189678404e+03,3.092209197591740121e+03,3.098450108785047632e+03,3.096905275316672032e+03,3.087128582062443456e+03,3.068890732758932245e+03,3.042107423829844265e+03,3.006818096153902843e+03,2.963083674036937282e+03,2.963083674036937282e+03
2.631633501131663252e+03,2.631633501131663252e+03,2.549509673344119165e+03,2.549763086892680803e+03,2.511796197117396787e+03,2.514818001633383574e+03,2.506513963459603019e+03,2.519792348937884526e+03,2.532134691711286450e+03,2.556769790347822891e+03,2.583612158450296192e+03,2.617561207745247884e+03,2.653695545307709835e+03,2.693369995564753481e+03,2.733795133687192447e+03,2.774807515661134403e+03,2.814496414928491049e+03,2.852057747393749196e+03,2.885968604904909625e+03,2.915201167929056737e+03,2.938475023505027821e+03,2.954786714543704875e+03,2.963116636592383202e+03,2.962667345977864443e+03,2.952751117840911320e+03,2.932890796533658886e+03,2.902766912893436256e+03,2.862249786758309256e+03,2.811367323583682719e+03,2.811367323583682719e+03
